customer_id,channel,cost,conversion_rate,revenue,net_value,customer_segment,customer_value_score,customer_value_score_net
317,social media,9.546325667652964,0.1675922473559195,4505,4495.454,High Value - Standard Efficiency,5,4
318,email marketing,5.2462632712450965,0.0438222285949381,4105,4099.754,High Value - High Efficiency,5,5
319,social media,9.546325667652964,0.1675922473559195,4575,4565.454,High Value - Standard Efficiency,5,4
320,email marketing,5.2462632712450965,0.0438222285949381,2164,2158.754,Cost Efficient - Potential Value,1,1
321,paid advertising,30.450327213520207,0.0163414915688768,1804,1773.55,Low Value,0,0
322,referral,8.320326732170223,0.1231449787166301,3092,3083.68,Low Value,0,0
323,social media,9.546325667652964,0.1675922473559195,4653,4643.454,High Value - Standard Efficiency,5,4
324,paid advertising,30.450327213520207,0.0163414915688768,3196,3165.55,Low Value,0,0
325,referral,8.320326732170223,0.1231449787166301,2661,2652.68,Low Value,0,0
326,referral,8.320326732170223,0.1231449787166301,3527,3518.68,Low Value,0,0
327,email marketing,5.2462632712450965,0.0438222285949381,2537,2531.754,Cost Efficient - Potential Value,1,1
328,social media,9.546325667652964,0.1675922473559195,2529,2519.454,Low Value,1,0
329,email marketing,5.2462632712450965,0.0438222285949381,3872,3866.754,High Value - High Efficiency,5,5
330,referral,8.320326732170223,0.1231449787166301,1608,1599.68,Low Value,0,0
331,referral,8.320326732170223,0.1231449787166301,2183,2174.68,Low Value,0,0
332,email marketing,5.2462632712450965,0.0438222285949381,3288,3282.754,Cost Efficient - Potential Value,1,1
333,referral,8.320326732170223,0.1231449787166301,1588,1579.68,Low Value,0,0
334,referral,8.320326732170223,0.1231449787166301,4318,4309.68,High Value - Standard Efficiency,4,4
335,email marketing,5.2462632712450965,0.0438222285949381,4956,4950.754,High Value - High Efficiency,5,5
336,social media,9.546325667652964,0.1675922473559195,2748,2738.454,Low Value,1,0
337,referral,8.320326732170223,0.1231449787166301,500,491.68,Low Value,0,0
338,email marketing,5.2462632712450965,0.0438222285949381,813,807.754,Cost Efficient - Potential Value,1,1
339,paid advertising,30.450327213520207,0.0163414915688768,3903,3872.55,High Value - Standard Efficiency,4,4
340,referral,8.320326732170223,0.1231449787166301,2881,2872.68,Low Value,0,0
341,social media,9.546325667652964,0.1675922473559195,3458,3448.454,Low Value,1,0
342,email marketing,5.2462632712450965,0.0438222285949381,4731,4725.754,High Value - High Efficiency,5,5
343,referral,8.320326732170223,0.1231449787166301,1280,1271.68,Low Value,0,0
344,referral,8.320326732170223,0.1231449787166301,838,829.68,Low Value,0,0
345,social media,9.546325667652964,0.1675922473559195,4032,4022.454,High Value - Standard Efficiency,5,4
346,email marketing,5.2462632712450965,0.0438222285949381,999,993.754,Cost Efficient - Potential Value,1,1
347,email marketing,5.2462632712450965,0.0438222285949381,3212,3206.754,Cost Efficient - Potential Value,1,1
348,social media,9.546325667652964,0.1675922473559195,2380,2370.454,Low Value,1,0
349,social media,9.546325667652964,0.1675922473559195,2155,2145.454,Low Value,1,0
350,referral,8.320326732170223,0.1231449787166301,1524,1515.68,Low Value,0,0
351,referral,8.320326732170223,0.1231449787166301,1248,1239.68,Low Value,0,0
352,social media,9.546325667652964,0.1675922473559195,2973,2963.454,Low Value,1,0
353,referral,8.320326732170223,0.1231449787166301,2245,2236.68,Low Value,0,0
354,referral,8.320326732170223,0.1231449787166301,2995,2986.68,Low Value,0,0
355,referral,8.320326732170223,0.1231449787166301,3613,3604.68,Low Value,0,0
356,social media,9.546325667652964,0.1675922473559195,3278,3268.454,Low Value,1,0
357,social media,9.546325667652964,0.1675922473559195,1090,1080.454,Low Value,1,0
358,social media,9.546325667652964,0.1675922473559195,2593,2583.454,Low Value,1,0
359,email marketing,5.2462632712450965,0.0438222285949381,3218,3212.754,Cost Efficient - Potential Value,1,1
360,paid advertising,30.450327213520207,0.0163414915688768,2242,2211.55,Low Value,0,0
361,referral,8.320326732170223,0.1231449787166301,3984,3975.68,High Value - Standard Efficiency,4,4
362,referral,8.320326732170223,0.1231449787166301,4951,4942.68,High Value - Standard Efficiency,4,4
363,social media,9.546325667652964,0.1675922473559195,4127,4117.454,High Value - Standard Efficiency,5,4
364,referral,8.320326732170223,0.1231449787166301,1194,1185.68,Low Value,0,0
365,referral,8.320326732170223,0.1231449787166301,3929,3920.68,High Value - Standard Efficiency,4,4
366,email marketing,5.2462632712450965,0.0438222285949381,2297,2291.754,Cost Efficient - Potential Value,1,1
367,referral,8.320326732170223,0.1231449787166301,4923,4914.68,High Value - Standard Efficiency,4,4
368,email marketing,5.2462632712450965,0.0438222285949381,3954,3948.754,High Value - High Efficiency,5,5
369,social media,9.546325667652964,0.1675922473559195,1293,1283.454,Low Value,1,0
370,email marketing,5.2462632712450965,0.0438222285949381,3573,3567.754,Cost Efficient - Potential Value,1,1
371,referral,8.320326732170223,0.1231449787166301,1451,1442.68,Low Value,0,0
372,email marketing,5.2462632712450965,0.0438222285949381,3625,3619.754,Cost Efficient - Potential Value,1,1
373,referral,8.320326732170223,0.1231449787166301,3806,3797.68,Low Value,0,0
374,social media,9.546325667652964,0.1675922473559195,1085,1075.454,Low Value,1,0
375,social media,9.546325667652964,0.1675922473559195,1267,1257.454,Low Value,1,0
376,paid advertising,30.450327213520207,0.0163414915688768,3875,3844.55,High Value - Standard Efficiency,4,4
377,paid advertising,30.450327213520207,0.0163414915688768,2949,2918.55,Low Value,0,0
378,referral,8.320326732170223,0.1231449787166301,2557,2548.68,Low Value,0,0
379,email marketing,5.2462632712450965,0.0438222285949381,3463,3457.754,Cost Efficient - Potential Value,1,1
380,email marketing,5.2462632712450965,0.0438222285949381,1670,1664.754,Cost Efficient - Potential Value,1,1
381,referral,8.320326732170223,0.1231449787166301,1163,1154.68,Low Value,0,0
382,social media,9.546325667652964,0.1675922473559195,1939,1929.454,Low Value,1,0
383,email marketing,5.2462632712450965,0.0438222285949381,2674,2668.754,Cost Efficient - Potential Value,1,1
384,social media,9.546325667652964,0.1675922473559195,1719,1709.454,Low Value,1,0
385,paid advertising,30.450327213520207,0.0163414915688768,3822,3791.55,Low Value,0,0
386,referral,8.320326732170223,0.1231449787166301,2424,2415.68,Low Value,0,0
387,referral,8.320326732170223,0.1231449787166301,2685,2676.68,Low Value,0,0
388,email marketing,5.2462632712450965,0.0438222285949381,2891,2885.754,Cost Efficient - Potential Value,1,1
389,paid advertising,30.450327213520207,0.0163414915688768,3947,3916.55,High Value - Standard Efficiency,4,4
390,social media,9.546325667652964,0.1675922473559195,2190,2180.454,Low Value,1,0
391,paid advertising,30.450327213520207,0.0163414915688768,1694,1663.55,Low Value,0,0
392,referral,8.320326732170223,0.1231449787166301,3857,3848.68,High Value - Standard Efficiency,4,4
393,paid advertising,30.450327213520207,0.0163414915688768,2531,2500.55,Low Value,0,0
394,social media,9.546325667652964,0.1675922473559195,549,539.454,Low Value,1,0
395,paid advertising,30.450327213520207,0.0163414915688768,4779,4748.55,High Value - Standard Efficiency,4,4
396,paid advertising,30.450327213520207,0.0163414915688768,1016,985.55,Low Value,0,0
397,paid advertising,30.450327213520207,0.0163414915688768,4460,4429.55,High Value - Standard Efficiency,4,4
398,paid advertising,30.450327213520207,0.0163414915688768,534,503.55,Low Value,0,0
399,social media,9.546325667652964,0.1675922473559195,829,819.454,Low Value,1,0
400,email marketing,5.2462632712450965,0.0438222285949381,1859,1853.754,Cost Efficient - Potential Value,1,1
401,email marketing,5.2462632712450965,0.0438222285949381,2064,2058.754,Cost Efficient - Potential Value,1,1
402,paid advertising,30.450327213520207,0.0163414915688768,3970,3939.55,High Value - Standard Efficiency,4,4
403,email marketing,5.2462632712450965,0.0438222285949381,4257,4251.754,High Value - High Efficiency,5,5
404,referral,8.320326732170223,0.1231449787166301,1303,1294.68,Low Value,0,0
405,referral,8.320326732170223,0.1231449787166301,3809,3800.68,Low Value,0,0
406,email marketing,5.2462632712450965,0.0438222285949381,4944,4938.754,High Value - High Efficiency,5,5
407,paid advertising,30.450327213520207,0.0163414915688768,4998,4967.55,High Value - Standard Efficiency,4,4
408,paid advertising,30.450327213520207,0.0163414915688768,1008,977.55,Low Value,0,0
409,referral,8.320326732170223,0.1231449787166301,2650,2641.68,Low Value,0,0
410,paid advertising,30.450327213520207,0.0163414915688768,3252,3221.55,Low Value,0,0
411,paid advertising,30.450327213520207,0.0163414915688768,4444,4413.55,High Value - Standard Efficiency,4,4
412,email marketing,5.2462632712450965,0.0438222285949381,2028,2022.754,Cost Efficient - Potential Value,1,1
413,paid advertising,30.450327213520207,0.0163414915688768,999,968.55,Low Value,0,0
414,email marketing,5.2462632712450965,0.0438222285949381,3444,3438.754,Cost Efficient - Potential Value,1,1
415,paid advertising,30.450327213520207,0.0163414915688768,2152,2121.55,Low Value,0,0
416,social media,9.546325667652964,0.1675922473559195,941,931.454,Low Value,1,0
417,social media,9.546325667652964,0.1675922473559195,1056,1046.454,Low Value,1,0
418,social media,9.546325667652964,0.1675922473559195,1111,1101.454,Low Value,1,0
419,email marketing,5.2462632712450965,0.0438222285949381,1335,1329.754,Cost Efficient - Potential Value,1,1
420,email marketing,5.2462632712450965,0.0438222285949381,1438,1432.754,Cost Efficient - Potential Value,1,1
421,social media,9.546325667652964,0.1675922473559195,1948,1938.454,Low Value,1,0
422,referral,8.320326732170223,0.1231449787166301,3315,3306.68,Low Value,0,0
423,email marketing,5.2462632712450965,0.0438222285949381,931,925.754,Cost Efficient - Potential Value,1,1
424,paid advertising,30.450327213520207,0.0163414915688768,3444,3413.55,Low Value,0,0
425,paid advertising,30.450327213520207,0.0163414915688768,4171,4140.55,High Value - Standard Efficiency,4,4
426,referral,8.320326732170223,0.1231449787166301,3974,3965.68,High Value - Standard Efficiency,4,4
427,referral,8.320326732170223,0.1231449787166301,3667,3658.68,Low Value,0,0
428,email marketing,5.2462632712450965,0.0438222285949381,1120,1114.754,Cost Efficient - Potential Value,1,1
429,paid advertising,30.450327213520207,0.0163414915688768,4598,4567.55,High Value - Standard Efficiency,4,4
430,email marketing,5.2462632712450965,0.0438222285949381,2415,2409.754,Cost Efficient - Potential Value,1,1
431,email marketing,5.2462632712450965,0.0438222285949381,1432,1426.754,Cost Efficient - Potential Value,1,1
432,referral,8.320326732170223,0.1231449787166301,4954,4945.68,High Value - Standard Efficiency,4,4
433,referral,8.320326732170223,0.1231449787166301,2824,2815.68,Low Value,0,0
434,email marketing,5.2462632712450965,0.0438222285949381,863,857.754,Cost Efficient - Potential Value,1,1
435,email marketing,5.2462632712450965,0.0438222285949381,4091,4085.754,High Value - High Efficiency,5,5
436,referral,8.320326732170223,0.1231449787166301,4338,4329.68,High Value - Standard Efficiency,4,4
437,paid advertising,30.450327213520207,0.0163414915688768,3273,3242.55,Low Value,0,0
438,email marketing,5.2462632712450965,0.0438222285949381,3742,3736.754,Cost Efficient - Potential Value,1,1
439,email marketing,5.2462632712450965,0.0438222285949381,4844,4838.754,High Value - High Efficiency,5,5
440,paid advertising,30.450327213520207,0.0163414915688768,2068,2037.55,Low Value,0,0
441,social media,9.546325667652964,0.1675922473559195,949,939.454,Low Value,1,0
442,social media,9.546325667652964,0.1675922473559195,3229,3219.454,Low Value,1,0
443,email marketing,5.2462632712450965,0.0438222285949381,1770,1764.754,Cost Efficient - Potential Value,1,1
444,social media,9.546325667652964,0.1675922473559195,608,598.454,Low Value,1,0
445,paid advertising,30.450327213520207,0.0163414915688768,1523,1492.55,Low Value,0,0
446,social media,9.546325667652964,0.1675922473559195,859,849.454,Low Value,1,0
447,paid advertising,30.450327213520207,0.0163414915688768,533,502.55,Low Value,0,0
448,email marketing,5.2462632712450965,0.0438222285949381,2762,2756.754,Cost Efficient - Potential Value,1,1
449,referral,8.320326732170223,0.1231449787166301,3639,3630.68,Low Value,0,0
450,referral,8.320326732170223,0.1231449787166301,578,569.68,Low Value,0,0
451,referral,8.320326732170223,0.1231449787166301,2589,2580.68,Low Value,0,0
452,social media,9.546325667652964,0.1675922473559195,1923,1913.454,Low Value,1,0
453,referral,8.320326732170223,0.1231449787166301,3722,3713.68,Low Value,0,0
454,referral,8.320326732170223,0.1231449787166301,2052,2043.68,Low Value,0,0
455,social media,9.546325667652964,0.1675922473559195,1835,1825.454,Low Value,1,0
456,social media,9.546325667652964,0.1675922473559195,2012,2002.454,Low Value,1,0
457,referral,8.320326732170223,0.1231449787166301,4493,4484.68,High Value - Standard Efficiency,4,4
458,referral,8.320326732170223,0.1231449787166301,3277,3268.68,Low Value,0,0
459,paid advertising,30.450327213520207,0.0163414915688768,3803,3772.55,Low Value,0,0
460,paid advertising,30.450327213520207,0.0163414915688768,510,479.55,Low Value,0,0
461,social media,9.546325667652964,0.1675922473559195,2211,2201.454,Low Value,1,0
462,paid advertising,30.450327213520207,0.0163414915688768,2648,2617.55,Low Value,0,0
463,email marketing,5.2462632712450965,0.0438222285949381,3732,3726.754,Cost Efficient - Potential Value,1,1
464,referral,8.320326732170223,0.1231449787166301,516,507.68,Low Value,0,0
465,referral,8.320326732170223,0.1231449787166301,2837,2828.68,Low Value,0,0
466,social media,9.546325667652964,0.1675922473559195,2003,1993.454,Low Value,1,0
467,referral,8.320326732170223,0.1231449787166301,983,974.68,Low Value,0,0
468,social media,9.546325667652964,0.1675922473559195,4044,4034.454,High Value - Standard Efficiency,5,4
469,email marketing,5.2462632712450965,0.0438222285949381,2624,2618.754,Cost Efficient - Potential Value,1,1
470,email marketing,5.2462632712450965,0.0438222285949381,2146,2140.754,Cost Efficient - Potential Value,1,1
471,paid advertising,30.450327213520207,0.0163414915688768,1976,1945.55,Low Value,0,0
472,referral,8.320326732170223,0.1231449787166301,3673,3664.68,Low Value,0,0
473,paid advertising,30.450327213520207,0.0163414915688768,2630,2599.55,Low Value,0,0
474,email marketing,5.2462632712450965,0.0438222285949381,2272,2266.754,Cost Efficient - Potential Value,1,1
475,paid advertising,30.450327213520207,0.0163414915688768,1659,1628.55,Low Value,0,0
476,paid advertising,30.450327213520207,0.0163414915688768,2244,2213.55,Low Value,0,0
477,social media,9.546325667652964,0.1675922473559195,4273,4263.454,High Value - Standard Efficiency,5,4
478,social media,9.546325667652964,0.1675922473559195,1571,1561.454,Low Value,1,0
479,referral,8.320326732170223,0.1231449787166301,2561,2552.68,Low Value,0,0
480,email marketing,5.2462632712450965,0.0438222285949381,3929,3923.754,High Value - High Efficiency,5,5
481,email marketing,5.2462632712450965,0.0438222285949381,2440,2434.754,Cost Efficient - Potential Value,1,1
482,referral,8.320326732170223,0.1231449787166301,4820,4811.68,High Value - Standard Efficiency,4,4
483,paid advertising,30.450327213520207,0.0163414915688768,2681,2650.55,Low Value,0,0
484,email marketing,5.2462632712450965,0.0438222285949381,2609,2603.754,Cost Efficient - Potential Value,1,1
485,email marketing,5.2462632712450965,0.0438222285949381,2975,2969.754,Cost Efficient - Potential Value,1,1
486,email marketing,5.2462632712450965,0.0438222285949381,3090,3084.754,Cost Efficient - Potential Value,1,1
487,email marketing,5.2462632712450965,0.0438222285949381,3543,3537.754,Cost Efficient - Potential Value,1,1
488,paid advertising,30.450327213520207,0.0163414915688768,3622,3591.55,Low Value,0,0
489,social media,9.546325667652964,0.1675922473559195,4118,4108.454,High Value - Standard Efficiency,5,4
490,paid advertising,30.450327213520207,0.0163414915688768,4511,4480.55,High Value - Standard Efficiency,4,4
491,email marketing,5.2462632712450965,0.0438222285949381,3165,3159.754,Cost Efficient - Potential Value,1,1
492,paid advertising,30.450327213520207,0.0163414915688768,2112,2081.55,Low Value,0,0
493,referral,8.320326732170223,0.1231449787166301,1850,1841.68,Low Value,0,0
494,social media,9.546325667652964,0.1675922473559195,4746,4736.454,High Value - Standard Efficiency,5,4
495,paid advertising,30.450327213520207,0.0163414915688768,956,925.55,Low Value,0,0
496,referral,8.320326732170223,0.1231449787166301,3630,3621.68,Low Value,0,0
497,email marketing,5.2462632712450965,0.0438222285949381,4427,4421.754,High Value - High Efficiency,5,5
498,referral,8.320326732170223,0.1231449787166301,1597,1588.68,Low Value,0,0
499,social media,9.546325667652964,0.1675922473559195,1412,1402.454,Low Value,1,0
500,referral,8.320326732170223,0.1231449787166301,3798,3789.68,Low Value,0,0
501,referral,8.320326732170223,0.1231449787166301,2759,2750.68,Low Value,0,0
502,paid advertising,30.450327213520207,0.0163414915688768,1474,1443.55,Low Value,0,0
503,paid advertising,30.450327213520207,0.0163414915688768,1206,1175.55,Low Value,0,0
504,social media,9.546325667652964,0.1675922473559195,3174,3164.454,Low Value,1,0
505,social media,9.546325667652964,0.1675922473559195,4931,4921.454,High Value - Standard Efficiency,5,4
506,paid advertising,30.450327213520207,0.0163414915688768,3643,3612.55,Low Value,0,0
507,email marketing,5.2462632712450965,0.0438222285949381,4603,4597.754,High Value - High Efficiency,5,5
508,paid advertising,30.450327213520207,0.0163414915688768,2132,2101.55,Low Value,0,0
509,email marketing,5.2462632712450965,0.0438222285949381,2900,2894.754,Cost Efficient - Potential Value,1,1
510,email marketing,5.2462632712450965,0.0438222285949381,4496,4490.754,High Value - High Efficiency,5,5
511,email marketing,5.2462632712450965,0.0438222285949381,4806,4800.754,High Value - High Efficiency,5,5
512,email marketing,5.2462632712450965,0.0438222285949381,3040,3034.754,Cost Efficient - Potential Value,1,1
513,paid advertising,30.450327213520207,0.0163414915688768,849,818.55,Low Value,0,0
514,social media,9.546325667652964,0.1675922473559195,871,861.454,Low Value,1,0
515,social media,9.546325667652964,0.1675922473559195,1079,1069.454,Low Value,1,0
516,social media,9.546325667652964,0.1675922473559195,3779,3769.454,Low Value,1,0
517,email marketing,5.2462632712450965,0.0438222285949381,2721,2715.754,Cost Efficient - Potential Value,1,1
518,paid advertising,30.450327213520207,0.0163414915688768,1397,1366.55,Low Value,0,0
519,referral,8.320326732170223,0.1231449787166301,3195,3186.68,Low Value,0,0
520,paid advertising,30.450327213520207,0.0163414915688768,2923,2892.55,Low Value,0,0
521,paid advertising,30.450327213520207,0.0163414915688768,2328,2297.55,Low Value,0,0
522,email marketing,5.2462632712450965,0.0438222285949381,1212,1206.754,Cost Efficient - Potential Value,1,1
523,email marketing,5.2462632712450965,0.0438222285949381,4098,4092.754,High Value - High Efficiency,5,5
524,social media,9.546325667652964,0.1675922473559195,3768,3758.454,Low Value,1,0
525,email marketing,5.2462632712450965,0.0438222285949381,4767,4761.754,High Value - High Efficiency,5,5
526,referral,8.320326732170223,0.1231449787166301,2525,2516.68,Low Value,0,0
527,paid advertising,30.450327213520207,0.0163414915688768,2490,2459.55,Low Value,0,0
528,referral,8.320326732170223,0.1231449787166301,1642,1633.68,Low Value,0,0
529,email marketing,5.2462632712450965,0.0438222285949381,3683,3677.754,Cost Efficient - Potential Value,1,1
530,referral,8.320326732170223,0.1231449787166301,4882,4873.68,High Value - Standard Efficiency,4,4
531,email marketing,5.2462632712450965,0.0438222285949381,3476,3470.754,Cost Efficient - Potential Value,1,1
532,social media,9.546325667652964,0.1675922473559195,4342,4332.454,High Value - Standard Efficiency,5,4
533,email marketing,5.2462632712450965,0.0438222285949381,545,539.754,Cost Efficient - Potential Value,1,1
534,referral,8.320326732170223,0.1231449787166301,2472,2463.68,Low Value,0,0
535,paid advertising,30.450327213520207,0.0163414915688768,3092,3061.55,Low Value,0,0
536,email marketing,5.2462632712450965,0.0438222285949381,4667,4661.754,High Value - High Efficiency,5,5
537,email marketing,5.2462632712450965,0.0438222285949381,2054,2048.754,Cost Efficient - Potential Value,1,1
538,paid advertising,30.450327213520207,0.0163414915688768,3320,3289.55,Low Value,0,0
539,referral,8.320326732170223,0.1231449787166301,1103,1094.68,Low Value,0,0
540,email marketing,5.2462632712450965,0.0438222285949381,2816,2810.754,Cost Efficient - Potential Value,1,1
541,referral,8.320326732170223,0.1231449787166301,2952,2943.68,Low Value,0,0
542,paid advertising,30.450327213520207,0.0163414915688768,4533,4502.55,High Value - Standard Efficiency,4,4
543,paid advertising,30.450327213520207,0.0163414915688768,3032,3001.55,Low Value,0,0
544,referral,8.320326732170223,0.1231449787166301,4080,4071.68,High Value - Standard Efficiency,4,4
545,referral,8.320326732170223,0.1231449787166301,3917,3908.68,High Value - Standard Efficiency,4,4
546,referral,8.320326732170223,0.1231449787166301,4568,4559.68,High Value - Standard Efficiency,4,4
547,paid advertising,30.450327213520207,0.0163414915688768,1592,1561.55,Low Value,0,0
548,referral,8.320326732170223,0.1231449787166301,3669,3660.68,Low Value,0,0
549,email marketing,5.2462632712450965,0.0438222285949381,4330,4324.754,High Value - High Efficiency,5,5
550,email marketing,5.2462632712450965,0.0438222285949381,2040,2034.754,Cost Efficient - Potential Value,1,1
551,social media,9.546325667652964,0.1675922473559195,4598,4588.454,High Value - Standard Efficiency,5,4
552,referral,8.320326732170223,0.1231449787166301,2128,2119.68,Low Value,0,0
553,social media,9.546325667652964,0.1675922473559195,4932,4922.454,High Value - Standard Efficiency,5,4
554,referral,8.320326732170223,0.1231449787166301,2060,2051.68,Low Value,0,0
555,social media,9.546325667652964,0.1675922473559195,4625,4615.454,High Value - Standard Efficiency,5,4
556,paid advertising,30.450327213520207,0.0163414915688768,4734,4703.55,High Value - Standard Efficiency,4,4
557,social media,9.546325667652964,0.1675922473559195,2766,2756.454,Low Value,1,0
558,paid advertising,30.450327213520207,0.0163414915688768,4055,4024.55,High Value - Standard Efficiency,4,4
559,referral,8.320326732170223,0.1231449787166301,3540,3531.68,Low Value,0,0
560,social media,9.546325667652964,0.1675922473559195,1207,1197.454,Low Value,1,0
561,paid advertising,30.450327213520207,0.0163414915688768,1758,1727.55,Low Value,0,0
562,email marketing,5.2462632712450965,0.0438222285949381,2757,2751.754,Cost Efficient - Potential Value,1,1
563,referral,8.320326732170223,0.1231449787166301,1302,1293.68,Low Value,0,0
564,email marketing,5.2462632712450965,0.0438222285949381,2410,2404.754,Cost Efficient - Potential Value,1,1
565,paid advertising,30.450327213520207,0.0163414915688768,2422,2391.55,Low Value,0,0
566,social media,9.546325667652964,0.1675922473559195,3471,3461.454,Low Value,1,0
567,social media,9.546325667652964,0.1675922473559195,4866,4856.454,High Value - Standard Efficiency,5,4
568,paid advertising,30.450327213520207,0.0163414915688768,4998,4967.55,High Value - Standard Efficiency,4,4
569,paid advertising,30.450327213520207,0.0163414915688768,3882,3851.55,High Value - Standard Efficiency,4,4
570,email marketing,5.2462632712450965,0.0438222285949381,2291,2285.754,Cost Efficient - Potential Value,1,1
571,email marketing,5.2462632712450965,0.0438222285949381,1268,1262.754,Cost Efficient - Potential Value,1,1
572,email marketing,5.2462632712450965,0.0438222285949381,545,539.754,Cost Efficient - Potential Value,1,1
573,email marketing,5.2462632712450965,0.0438222285949381,1267,1261.754,Cost Efficient - Potential Value,1,1
574,email marketing,5.2462632712450965,0.0438222285949381,4288,4282.754,High Value - High Efficiency,5,5
575,email marketing,5.2462632712450965,0.0438222285949381,1398,1392.754,Cost Efficient - Potential Value,1,1
576,paid advertising,30.450327213520207,0.0163414915688768,2826,2795.55,Low Value,0,0
577,email marketing,5.2462632712450965,0.0438222285949381,749,743.754,Cost Efficient - Potential Value,1,1
578,referral,8.320326732170223,0.1231449787166301,4603,4594.68,High Value - Standard Efficiency,4,4
579,social media,9.546325667652964,0.1675922473559195,1796,1786.454,Low Value,1,0
580,paid advertising,30.450327213520207,0.0163414915688768,3988,3957.55,High Value - Standard Efficiency,4,4
581,email marketing,5.2462632712450965,0.0438222285949381,1855,1849.754,Cost Efficient - Potential Value,1,1
582,paid advertising,30.450327213520207,0.0163414915688768,765,734.55,Low Value,0,0
583,referral,8.320326732170223,0.1231449787166301,1847,1838.68,Low Value,0,0
584,email marketing,5.2462632712450965,0.0438222285949381,1241,1235.754,Cost Efficient - Potential Value,1,1
585,email marketing,5.2462632712450965,0.0438222285949381,4624,4618.754,High Value - High Efficiency,5,5
586,referral,8.320326732170223,0.1231449787166301,2558,2549.68,Low Value,0,0
587,paid advertising,30.450327213520207,0.0163414915688768,3385,3354.55,Low Value,0,0
588,referral,8.320326732170223,0.1231449787166301,3508,3499.68,Low Value,0,0
589,paid advertising,30.450327213520207,0.0163414915688768,1518,1487.55,Low Value,0,0
590,email marketing,5.2462632712450965,0.0438222285949381,3097,3091.754,Cost Efficient - Potential Value,1,1
591,email marketing,5.2462632712450965,0.0438222285949381,1027,1021.754,Cost Efficient - Potential Value,1,1
592,paid advertising,30.450327213520207,0.0163414915688768,2528,2497.55,Low Value,0,0
593,referral,8.320326732170223,0.1231449787166301,3831,3822.68,High Value - Standard Efficiency,4,4
594,paid advertising,30.450327213520207,0.0163414915688768,2821,2790.55,Low Value,0,0
595,social media,9.546325667652964,0.1675922473559195,4698,4688.454,High Value - Standard Efficiency,5,4
596,social media,9.546325667652964,0.1675922473559195,3433,3423.454,Low Value,1,0
597,paid advertising,30.450327213520207,0.0163414915688768,1576,1545.55,Low Value,0,0
598,referral,8.320326732170223,0.1231449787166301,3989,3980.68,High Value - Standard Efficiency,4,4
599,email marketing,5.2462632712450965,0.0438222285949381,3395,3389.754,Cost Efficient - Potential Value,1,1
600,referral,8.320326732170223,0.1231449787166301,2745,2736.68,Low Value,0,0
601,social media,9.546325667652964,0.1675922473559195,2362,2352.454,Low Value,1,0
602,social media,9.546325667652964,0.1675922473559195,2179,2169.454,Low Value,1,0
603,referral,8.320326732170223,0.1231449787166301,2014,2005.68,Low Value,0,0
604,referral,8.320326732170223,0.1231449787166301,3982,3973.68,High Value - Standard Efficiency,4,4
605,referral,8.320326732170223,0.1231449787166301,3797,3788.68,Low Value,0,0
606,referral,8.320326732170223,0.1231449787166301,3509,3500.68,Low Value,0,0
607,paid advertising,30.450327213520207,0.0163414915688768,4905,4874.55,High Value - Standard Efficiency,4,4
608,email marketing,5.2462632712450965,0.0438222285949381,2098,2092.754,Cost Efficient - Potential Value,1,1
609,referral,8.320326732170223,0.1231449787166301,1140,1131.68,Low Value,0,0
610,social media,9.546325667652964,0.1675922473559195,2555,2545.454,Low Value,1,0
611,paid advertising,30.450327213520207,0.0163414915688768,3770,3739.55,Low Value,0,0
612,referral,8.320326732170223,0.1231449787166301,1899,1890.68,Low Value,0,0
613,email marketing,5.2462632712450965,0.0438222285949381,2604,2598.754,Cost Efficient - Potential Value,1,1
614,social media,9.546325667652964,0.1675922473559195,3597,3587.454,Low Value,1,0
615,social media,9.546325667652964,0.1675922473559195,1014,1004.454,Low Value,1,0
616,paid advertising,30.450327213520207,0.0163414915688768,2555,2524.55,Low Value,0,0
617,email marketing,5.2462632712450965,0.0438222285949381,3419,3413.754,Cost Efficient - Potential Value,1,1
618,social media,9.546325667652964,0.1675922473559195,1093,1083.454,Low Value,1,0
619,paid advertising,30.450327213520207,0.0163414915688768,3500,3469.55,Low Value,0,0
620,email marketing,5.2462632712450965,0.0438222285949381,1766,1760.754,Cost Efficient - Potential Value,1,1
621,paid advertising,30.450327213520207,0.0163414915688768,4600,4569.55,High Value - Standard Efficiency,4,4
622,social media,9.546325667652964,0.1675922473559195,4128,4118.454,High Value - Standard Efficiency,5,4
623,email marketing,5.2462632712450965,0.0438222285949381,3885,3879.754,High Value - High Efficiency,5,5
624,social media,9.546325667652964,0.1675922473559195,2580,2570.454,Low Value,1,0
625,email marketing,5.2462632712450965,0.0438222285949381,3111,3105.754,Cost Efficient - Potential Value,1,1
626,social media,9.546325667652964,0.1675922473559195,3904,3894.454,High Value - Standard Efficiency,5,4
627,referral,8.320326732170223,0.1231449787166301,1008,999.68,Low Value,0,0
628,paid advertising,30.450327213520207,0.0163414915688768,1661,1630.55,Low Value,0,0
629,email marketing,5.2462632712450965,0.0438222285949381,3100,3094.754,Cost Efficient - Potential Value,1,1
630,email marketing,5.2462632712450965,0.0438222285949381,2276,2270.754,Cost Efficient - Potential Value,1,1
631,paid advertising,30.450327213520207,0.0163414915688768,2435,2404.55,Low Value,0,0
632,paid advertising,30.450327213520207,0.0163414915688768,1491,1460.55,Low Value,0,0
